Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_neo	tree_length
0	-1013.154	-1223.451	210.2973	1.481119	0.6028337	2.680575
6	-1019.844	-1230.216	210.3714	1.8157	0.3543731	2.692903
12	-1010.137	-1220.99	210.8533	1.735407	0.7046554	2.07857
18	-1014.102	-1225.558	211.4557	2.010999	0.6143428	1.556284
24	-1022.372	-1232.998	210.6254	1.836762	0.9830681	1.951428
30	-1007.522	-1218.152	210.63	1.858754	0.8049493	2.062938
36	-1012.689	-1224.384	211.6955	1.923906	0.7738174	1.276005
42	-1008.244	-1220.253	212.009	2.244244	0.5686005	0.9496337
48	-1024.664	-1236.657	211.9939	2.010516	0.5686005	1.184603
54	-1016.337	-1228.306	211.9687	2.02939	0.5727619	1.184603
60	-1023.455	-1234.491	211.0353	1.666441	0.537181	2.160655
66	-1011.047	-1222.016	210.9686	1.898699	0.5398254	2.049298
72	-1010.937	-1221.065	210.1283	1.57722	0.7882593	2.575415
78	-1014.238	-1224.575	210.3363	1.607429	0.6868436	2.50627
84	-1007.687	-1219.751	212.0638	2.160967	0.5961869	0.9363334
90	-1022.748	-1234.514	211.7655	2.003552	0.5040467	1.456352
96	-1025.802	-1237.867	212.0644	2.016444	0.4690042	1.255986
102	-1026.076	-1237.719	211.6436	1.979657	0.8334209	1.214172
108	-1030.389	-1242.059	211.6697	1.940637	0.8334209	1.225058
114	-1009.499	-1221.223	211.724	2.063115	0.9502235	0.9412783
120	-1014.766	-1225.904	211.1375	1.715951	0.8524852	1.779331
126	-1028.175	-1239.518	211.3429	1.683339	0.459048	2.032708
132	-1021.466	-1233.285	211.8196	1.866424	0.4397404	1.600449
138	-1017.081	-1228.293	211.2111	1.705795	0.6883452	1.873097
144	-1015.37	-1226.827	211.457	1.832379	0.5776242	1.722525
150	-1017.23	-1228.055	210.8246	1.881277	0.5284057	2.166985
156	-1005.269	-1216.875	211.6064	1.789216	0.3603655	1.910939
162	-1015.53	-1227.211	211.6814	2.144436	0.4831314	1.439647
168	-1025.636	-1236.831	211.195	2.006456	0.8684081	1.516508
174	-1013.648	-1224.327	210.6787	2.08031	0.8252118	1.865839
180	-1012.556	-1223.266	210.7097	1.808262	0.483547	2.335076
186	-1005.838	-1216.643	210.8052	1.787469	0.4954867	2.274578
192	-1005.099	-1215.671	210.5717	1.751254	0.677163	2.274578
198	-1034.932	-1245.819	210.8869	1.737462	0.5730637	2.175094
204	-1032.896	-1243.461	210.5655	1.772279	0.3103304	2.65935
210	-1001.42	-1212.115	210.6947	1.677894	0.6808717	2.239501
216	-1009.444	-1220.714	211.2702	1.583468	0.4667275	2.137396
222	-998.8574	-1207.46	208.6022	1.352036	0.4703681	3.882386
228	-1010.087	-1220.462	210.3753	1.554992	0.3519964	2.852642
234	-1003.302	-1213.616	210.3141	1.616141	0.3519964	2.852642
240	-1019.486	-1228.385	208.8983	1.345764	0.770638	3.465112
246	-1024.975	-1235.583	210.6077	1.499157	0.7337571	2.365603
252	-1027.39	-1238.154	210.7637	1.661681	0.6230249	2.256545
258	-1014.041	-1224.991	210.9504	1.597604	0.5301502	2.267077
264	-1007.853	-1218.893	211.0396	1.694307	0.6111027	2.066891
270	-1017.419	-1228.432	211.0133	2.066536	0.4703146	1.983996
276	-1021.173	-1231.855	210.6823	1.7153	0.2824438	2.662857
282	-1004.735	-1215.437	210.7019	1.652569	0.2532477	2.734201
288	-1020.46	-1231.231	210.7714	1.631392	0.3701237	2.539536
294	-1005.415	-1216.735	211.3202	1.705653	0.4299925	2.06739
300	-1001.152	-1211.847	210.6947	1.812115	0.6637408	2.16755
306	-1003.819	-1214.899	211.0798	1.809303	0.4187209	2.170585
312	-1007.595	-1218.751	211.1568	1.903266	0.2428483	2.310985
318	-998.3375	-1208.898	210.5609	1.70391	0.6780794	2.310985
324	-1002.741	-1213.813	211.0715	1.755121	0.4909046	2.128163
330	-1008.368	-1219.597	211.2288	1.848193	0.6231316	1.824332
336	-1008.054	-1219.143	211.0884	2.130694	0.5788463	1.770479
342	-1007.358	-1218.78	211.4216	1.75877	0.4785773	1.906743
348	-1001.04	-1212.785	211.7451	2.17179	0.4390145	1.428998
354	-1017.002	-1229.275	212.2731	2.121878	0.3293709	1.219804
360	-1002.496	-1214.464	211.9675	2.122082	0.4205507	1.319912
366	-1015.308	-1227.086	211.7781	2.106091	0.5411282	1.319912
